question_id,title,proposed_target_version,confiance,raisonnement,error
644,Where can you define who is permitted or required to approve an Engineering Change Order (ECO) at different stages of the revision process?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB64VM2DXQuCtFfWofH9'}"
645,"When invoicing a repair order through a sales order, which type of items can be included in the sales order lines?",both,moyenne,"La documentation v18 et v19 fournie ne mentionne pas explicitement les détails sur les lignes de commande de vente lors de la facturation d'un ordre de réparation. Le comportement de base des réparations (seuls les produits peuvent être inclus dans les lignes de commande de vente, pas les opérations) semble identique entre les deux versions d'après les extraits disponibles. Aucun changement notable n'est signalé entre v18 et v19 sur ce point spécifique.",
646,"In an OEE calculation, how is fully productive time defined?",,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB65pduUnoBr7pi8wz43'}"
647,How can the costs of by-products be accounted for in Odoo?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB66xjrDKvDeZTGe9kTT'}"
648,How do you set up a manufacturing product for subcontracting?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB67YjkAj5JGPsTjnkYx'}"
649,Can flexible consumption be configured for subcontracted production?,both,moyenne,"La documentation v18 et v19 sur le subcontracting est identique dans les extraits fournis. La question sur la 'flexible consumption' pour la production sous-traitée est une fonctionnalité MRP qui existe dans les deux versions, et la réponse 'Yes' est valide dans les deux. Les docs ne mentionnent pas de changement entre v18 et v19 sur ce point.",
651,Can you assign different production capacities to a work center for specific products?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4dPagszHcYw4Ex5wYr'}"
652,"If a work center has a capacity of 4 units and the BoM requires 15 minutes of operation time to produce 5 units, how much time will be spent to produce the 5 units?",,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4e2YgCUhbUVEZmz8Jy'}"
653,Where can you find a consolidated view of component lead times and projected product availability?,both,moyenne,"La documentation v18 et v19 mentionnent toutes deux la notion d'un BoM 'Overview' implicitement via les configurations de lead times et de préparation des composants, mais aucun des extraits fournis ne décrit explicitement une vue 'Overview' dans le BoM. Cette fonctionnalité semble présente dans les deux versions sans changement apparent, mais le manque de documentation explicite sur cette vue spécifique introduit une incertitude.",
655,The choice of a payment acquirer depends on various factors such as:,both,basse,"La question porte sur les critères de choix d'un payment acquirer (pays, besoins, chiffre d'affaires, secteur, PoS). Cette information n'est pas directement couverte dans les extraits de documentation fournis pour v18 ou v19, ce qui suggère qu'il s'agit d'un contenu marketing/général stable entre les versions. En l'absence de différence documentée entre v18 et v19 sur ce point, 'both' est retenu, mais avec une faible confiance car la réponse exacte ne peut être vérifiée dans les extraits disponibles.",
656,Which statement is not correct regarding the POS QR code menu?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4fZHtUPopVEdRwTowr'}"
658,Who can have access to a new spreadsheet?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4hU9tAnxEHwGmE3wTk'}"
659,Which of the following charts does not exist in Spreadsheet?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4i7XgFavJezAS2CMA8'}"
660,How can you remove extra space characters in range of cells?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4ipuq5v1edfVhk4J5a'}"
661,Which one of these relational field types does NOT exist in Odoo?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4k5VwaUJvJYrSHFHGK'}"
664,What are the means of payment that cannot be used when ordering at a kiosk?,both,moyenne,"La question porte sur les moyens de paiement indisponibles lors d'une commande en kiosk POS, un concept stable entre v18 et v19. Les chunks de documentation fournis ne montrent pas de changement entre les deux versions sur ce sujet. L'option 'Pay at cashier' comme paiement impossible au kiosk est une fonctionnalité POS cohérente entre les versions, mais l'absence de chunks POS spécifiques incite à une confiance moyenne.",
665,How can you generate an invoice for your customers?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4oh8uFiRvGAbzLAiZt'}"
666,"When you share a dashboard using the share button, what will you actually share?",,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4okTL6f43K8Tp1nztL'}"
667,How can you make sure new records are added to your pivot?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4poGGj9eSJVmbqGVvm'}"
669,What does it mean when text is highlighted in blue in the report editor?,both,moyenne,"La question porte sur le comportement du report editor (éditeur de rapports) où le texte en bleu représente des placeholders pour des éléments variables. Cette fonctionnalité est présente dans les deux versions d'Odoo, mais les documents fournis ne couvrent pas directement ce sujet. Le comportement des placeholders dans l'éditeur de rapports n'a pas changé entre v18 et v19, donc 'both' semble approprié, mais avec une confiance moyenne car les chunks de documentation ne confirment pas explicitement ce point.",
670,What happens when you modify the footer of an invoice report?,both,moyenne,"La question porte sur le comportement du footer dans les rapports d'invoice, une fonctionnalité générale d'Odoo liée au layout de document. Les documents fournis ne montrent pas de différence entre v18 et v19 sur ce point. Le footer étant configuré au niveau du layout général (document layout dans les paramètres), sa modification affecte tous les rapports de la même manière dans les deux versions.",
673,Which of the following options does not exist for a Many2One field in Odoo?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4twM4UPiPSL3df2hwx'}"
674,What does the 'Mass Editing' feature in list view allow you to do in Odoo?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4vinKKivmYfhpUGzLk'}"
675,What can be triggered by pressing a button in Odoo?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4vnaWkUoMJ9Zs2L5pP'}"
676,Which command should be used to add a field in the report editor?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4x81qVtx7EeUzEbadp'}"
677,"Under the following approval rule, the action can only be carried out if:",,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4wjzGh8WgEhXrYM4T9'}"
678,What is the maximum number of columns that can be used in a form view in Odoo?,both,moyenne,"La limite de 2 colonnes dans les vues formulaire Odoo est une contrainte architecturale fondamentale qui s'applique aux deux versions. Les documents fournis ne traitent pas directement de ce sujet, mais cette limitation est connue et stable dans les deux versions. Aucun changement n'est documenté à ce sujet entre v18 et v19.",
679,What is the maximum number of tabs that can be used in a form view in Odoo?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4zyDLetXkPNTQHbagZ'}"
680,How does a tooltip differ from a placeholder in Odoo?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4ztvNhVxxMjdurfAVf'}"
682,What actions can be automated using Kanban stage automation rules in Odoo?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB6VKqxz1WpgVNqpT2GH'}"
685,Which view does not display multiple records at once in Odoo?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB6XCaxZNBr6dgtv9xWt'}"
689,How can you select a value from a list within a cell in Odoo?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB6ZE3aK1xqs5TCy51So'}"
690,How can you sort a list coming from Odoo in a spreadsheet?,both,moyenne,"La question porte sur le tri d'une liste provenant d'Odoo dans un spreadsheet via les propriétés de la liste. Cette fonctionnalité existe dans les deux versions, mais les chunks de documentation fournis ne détaillent pas explicitement cette fonctionnalité pour les listes dans les spreadsheets. La réponse semble cohérente dans les deux versions car il s'agit d'une fonctionnalité de base du module Spreadsheet qui n'a pas subi de changement notable entre v18 et v19.",
691,How can you modify the domain of your data table to include or exclude specific values in Odoo?,both,moyenne,"La question porte sur la modification du domaine d'une 'data table' via les 'list properties', ce qui semble référencer une fonctionnalité de Spreadsheet/Reporting Odoo. Les docs fournies ne couvrent pas directement cette fonctionnalité, mais le concept de 'list properties' pour modifier le domaine d'un tableau de données dans Odoo Spreadsheet est présent dans les deux versions sans changement notable signalé.",
692,What is the method to manually refresh the values of pivot cells in Odoo?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB6boEukA8MPk19jNKdD'}"
694,Where can spreadsheets be saved in Odoo?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB6cPUCJWtdH99ME4uBx'}"
696,What is the first step to initiate a product refund in Odoo POS?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB6dxCiWxovaqww2sRCi'}"
697,A refund in Odoo POS can be processed by setting a negative quantity for the returned items.,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB6e1ZdACiDg8uCjARG9'}"
698,What happens when the total amount of a refund in POS becomes negative?,19.0,moyenne,"La documentation v19 décrit explicitement le processus de remboursement via gift card dans le POS, où une nouvelle commande avec des quantités négatives est créée et la valeur de la gift card est automatiquement ajustée pour correspondre au montant total du remboursement. La documentation v18 ne contient pas cette description spécifique du comportement lors d'un total négatif avec gift card dans le POS.",
703,Which of the following is NOT a valid option available under the Mobile self-order & Kiosk configuration?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB6hszpP6VwcjvjLASRA'}"
704,"If you choose Print QR Codes in Odoo’s self-ordering setup, what type of file is generated?",both,moyenne,"La question porte sur la fonctionnalité 'Print QR Codes' dans le setup self-ordering de Point of Sale, qui génère un fichier PDF. Cette fonctionnalité de base (génération de PDF pour les QR codes) est commune aux deux versions. Les docs fournis ne montrent pas de changement entre v18 et v19 sur ce point spécifique, mais les extraits ne couvrent pas directement le self-ordering QR setup, ce qui laisse une incertitude modérée.",
705,"In Odoo POS multi-employee management, what happens if both Minimal rights and Basic rights fields are left empty during configuration?",,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB6jmJ3oYv793R1YstEo'}"
706,Which of the following actions is exclusive to Advanced rights in Odoo POS multi-employee setup?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB6kM63mZB8DfchonD7o'}"
707,"Employees with Basic rights can manually change a product’s price, apply discounts, and switch between fiscal positions.",both,moyenne,"La question porte sur les droits des employés dans le POS (Basic rights permettant de modifier les prix, appliquer des remises et changer les positions fiscales), une fonctionnalité présente dans les deux versions. Les chunks de documentation sur les positions fiscales et les remises en POS sont identiques entre v18 et v19, et aucun changement de comportement concernant les niveaux d'accès employés POS n'est mentionné.",
708,"Which combination of rights allows an employee to process refunds, access order history, and switch between fiscal positions?",both,moyenne,"La question porte sur les niveaux de droits POS (Minimal, Basic, Advanced) pour les employés en Point of Sale. Cette fonctionnalité existe dans les deux versions d'Odoo. Les documents fournis ne couvrent pas directement ce sujet spécifique des droits POS, mais ce concept de 'Basic rights' dans le POS est une fonctionnalité stable présente dans les deux versions sans changement notable signalé.",
709,Which of the following cannot be performed with Minimal rights in POS?,both,moyenne,"La question porte sur les droits 'Minimal' dans le POS, une fonctionnalité de gestion multi-employés présente dans les deux versions. Le traitement des remboursements (refunds) nécessite des droits supérieurs dans les deux versions, comme l'indiquent les deux documentations qui décrivent la procédure de remboursement sans restriction de version. Les droits utilisateurs POS n'ont pas changé entre v18 et v19 selon les extraits fournis.",
710,Which of these actions requires Advanced rights but not just Basic rights in POS?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB6o3QkatfgsmWC66ZXs'}"
711,Employees with Minimal rights can lock/unlock an open POS session and also enter promotional codes.,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB6nrJWVDyfkngkTv8nU'}"
715,What does the 'Allow Roaming' option allow participants to do during a survey?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB54emh1uuc72kKe3Apj'}"
716,Which feature is NOT supported by Odoo Surveys?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB55pzsYg4UE5RZ5RiWh'}"
717,Where can one find a collection of all the survey responses that participants entered themselves?,both,moyenne,"La documentation v18 et v19 sur l'analyse des sondages est identique dans les extraits fournis. Le menu 'Questions & Answers' avec 'Detailed Answers' est une fonctionnalité standard du module Surveys présente dans les deux versions, sans indication de changement entre v18 et v19.",
